domgi	accession	taxid	taxOrg	nPig	nGi
334050	pfam00385	3641	Theobroma cacao	58	62
334050	pfam00385	2015173	Ooceraea biroi	57	75
334050	pfam00385	186990	Hipposideros armiger	57	72
334050	pfam00385	38654	Alligator sinensis	57	70
334050	pfam00385	59895	Cynara cardunculus var. scolymus	57	69
334050	pfam00385	37293	Aotus nancymaae	57	64
334050	pfam00385	9739	Tursiops truncatus	56	75
334050	pfam00385	93934	Coturnix japonica	56	71
334050	pfam00385	27687	Erpetoichthys calabaricus	56	68
334050	pfam00385	246437	Tupaia chinensis	56	66
334050	pfam00385	8187	Lates calcarifer	56	64
334050	pfam00385	10160	Octodon degus	56	60
334050	pfam00385	207710	Prosopis alba	56	59
334050	pfam00385	472368	Dorcoceras hygrometricum	56	56
334050	pfam00385	321398	Lepidothrix coronata	55	111
334050	pfam00385	3847	Glycine max	55	108
334050	pfam00385	244447	Cynoglossus semilaevis	55	65
334050	pfam00385	73337	Ceratotherium simum simum	55	60
334050	pfam00385	4829	Absidia glauca	55	55
334050	pfam00385	3702	Arabidopsis thaliana	54	108
334050	pfam00385	3694	Populus trichocarpa	54	94
334050	pfam00385	9305	Sarcophilus harrisii	54	76
334050	pfam00385	471704	Trachymyrmex cornetzi	54	70
334050	pfam00385	48699	Poecilia latipinna	54	68
334050	pfam00385	8081	Poecilia reticulata	54	66
334050	pfam00385	109280	Hippocampus comes	54	65
334050	pfam00385	88036	Selaginella moellendorffii	54	59
334050	pfam00385	52670	Austrofundulus limnaeus	54	57
334050	pfam00385	232323	Hypsibius dujardini	54	54
334050	pfam00385	8083	Xiphophorus maculatus	53	70
334050	pfam00385	9402	Pteropus alecto	53	70
334050	pfam00385	4096	Nicotiana sylvestris	53	68
334050	pfam00385	9925	Capra hircus	53	64
334050	pfam00385	29139	Vombatus ursinus	53	64
334050	pfam00385	43179	Ictidomys tridecemlineatus	53	60
334050	pfam00385	205130	Mastacembelus armatus	53	59
334050	pfam00385	59463	Myotis lucifugus	53	58
334050	pfam00385	63459	Chenopodium quinoa	53	58
334050	pfam00385	80972	Amphiprion ocellaris	53	55
334050	pfam00385	3218	Physcomitrella patens	52	92
334050	pfam00385	34884	Callorhinus ursinus	52	87
334050	pfam00385	9646	Ailuropoda melanoleuca	52	60
334050	pfam00385	8790	Dromaius novaehollandiae	52	57
334050	pfam00385	588596	Rhizophagus irregularis	52	54
334050	pfam00385	761204	Phytophthora parasitica INRA-310	51	127
334050	pfam00385	1317064	Phytophthora parasitica P10297	51	51
334050	pfam00385	34839	Chinchilla lanigera	50	63
334050	pfam00385	32473	Xiphophorus couchianus	50	61
334050	pfam00385	310915	Pangasianodon hypophthalmus	50	59
334050	pfam00385	42514	Pygocentrus nattereri	50	58
334050	pfam00385	1706337	Neophocaena asiaeorientalis asiaeorientalis	50	57
334050	pfam00385	1026970	Nannospalax galili	50	55
334050	pfam00385	28743	Cyprinodon variegatus	50	54
334050	pfam00385	106582	Maylandia zebra	49	87
334050	pfam00385	8954	Falco peregrinus	49	73
334050	pfam00385	9796	Equus caballus	49	66
334050	pfam00385	48701	Poecilia mexicana	49	59
334050	pfam00385	9880	Odocoileus virginianus texanus	49	57
334050	pfam00385	31033	Takifugu rubripes	49	55
334050	pfam00385	4113	Solanum tuberosum	49	54
334050	pfam00385	491861	Grammomys surdaster	49	54
334050	pfam00385	1317066	Phytophthora parasitica P1976	49	52
334050	pfam00385	8255	Paralichthys olivaceus	49	51
334050	pfam00385	1077348	Ganoderma sinense ZZ0214-1	49	49
334050	pfam00385	2340	Solemya velum gill symbiont	48	98
334050	pfam00385	10041	Peromyscus leucopus	48	64
334050	pfam00385	176946	Python bivittatus	48	64
334050	pfam00385	4442	Camellia sinensis	48	62
334050	pfam00385	28377	Anolis carolinensis	48	60
334050	pfam00385	64144	Anabas testudineus	48	60
334050	pfam00385	7918	Lepisosteus oculatus	48	58
334050	pfam00385	29729	Gossypium arboreum	48	55
334050	pfam00385	30611	Otolemur garnettii	48	52
334050	pfam00385	9691	Panthera pardus	47	68
334050	pfam00385	3750	Malus domestica	47	62
334050	pfam00385	34720	Trachymyrmex septentrionalis	47	62
334050	pfam00385	74649	Rosa chinensis	47	61
334050	pfam00385	10047	Meriones unguiculatus	47	56
334050	pfam00385	8153	Haplochromis burtoni	47	54
334050	pfam00385	28526	Solanum pennellii	47	53
334050	pfam00385	37003	Kryptolebias marmoratus	47	53
334050	pfam00385	80966	Acanthochromis polyacanthus	47	53
334050	pfam00385	3900	Trifolium subterraneum	47	47
334050	pfam00385	158441	Folsomia candida	46	63
334050	pfam00385	38626	Phascolarctos cinereus	46	57
334050	pfam00385	415028	Corapipo altera	46	55
334050	pfam00385	8005	Electrophorus electricus	46	54
334050	pfam00385	310752	Balaenoptera acutorostrata scammoni	46	53
334050	pfam00385	6565	Crassostrea virginica	46	47
334050	pfam00385	1306850	Termitomyces sp. J132	46	46
334050	pfam00385	79684	Microtus ochrogaster	45	90
334050	pfam00385	339724	Histoplasma capsulatum NAm1	45	90
334050	pfam00385	412133	Trichomonas vaginalis G3	45	90
334050	pfam00385	3555	Beta vulgaris subsp. vulgaris	45	57
334050	pfam00385	3981	Hevea brasiliensis	45	55
334050	pfam00385	51240	Juglans regia	45	53
334050	pfam00385	5507	Fusarium oxysporum	45	52
334050	pfam00385	3711	Brassica rapa	45	49
334050	pfam00385	3775	Cephalotus follicularis	45	45
334050	pfam00385	51315	Eimeria necatrix	44	88
334050	pfam00385	144197	Stegastes partitus	44	48
334050	pfam00385	3708	Brassica napus	44	47
334050	pfam00385	9838	Camelus dromedarius	44	46
334050	pfam00385	269621	Microbotryum intermedium	44	45
334050	pfam00385	135651	Caenorhabditis brenneri	44	44
334050	pfam00385	9798	Equus przewalskii	43	68
334050	pfam00385	116960	Ursus arctos horribilis	43	55
334050	pfam00385	114329	Neopelma chrysocephalum	43	53
334050	pfam00385	43700	Monopterus albus	43	52
334050	pfam00385	308060	Apteryx rowi	43	51
334050	pfam00385	32536	Acinonyx jubatus	43	50
334050	pfam00385	41447	Seriola dumerili	43	50
334050	pfam00385	219809	Pseudomyrmex gracilis	43	50
334050	pfam00385	9172	Sturnus vulgaris	43	48
334050	pfam00385	9430	Desmodus rotundus	43	48
334050	pfam00385	29159	Crassostrea gigas	43	45
334050	pfam00385	38457	Monilinia fructigena	43	45
334050	pfam00385	10020	Dipodomys ordii	43	44
334050	pfam00385	870435	Pisolithus tinctorius Marx 270	43	43
334050	pfam00385	5127	Fusarium fujikuroi	42	85
334050	pfam00385	164674	Empidonax traillii	42	58
334050	pfam00385	610380	Harpegnathos saltator	42	58
334050	pfam00385	4081	Solanum lycopersicum	42	48
334050	pfam00385	32507	Neolamprologus brichardi	42	48
334050	pfam00385	936435	Serpula lacrymans var. lacrymans S7.3	42	45
334050	pfam00385	282301	Macrostomum lignano	42	43
334050	pfam00385	1043627	Hirsutella minnesotensis 3608	42	43
334050	pfam00385	34475	Fomitopsis rosea	42	42
334050	pfam00385	1263082	Lichtheimia corymbifera JMRC:FSU:9682	42	42
334050	pfam00385	13616	Monodelphis domestica	41	69
334050	pfam00385	90675	Camelina sativa	41	49
334050	pfam00385	1841481	Seriola lalandi dorsalis	41	46
334050	pfam00385	39966	Hypsizygus marmoreus	41	42
334050	pfam00385	45151	Pyrenophora tritici-repentis	40	72
334050	pfam00385	9785	Loxodonta africana	40	66
334050	pfam00385	419612	Camelus ferus	40	65
334050	pfam00385	4232	Helianthus annuus	40	63
334050	pfam00385	3760	Prunus persica	40	61
334050	pfam00385	649802	Pipra filicauda	40	51
334050	pfam00385	9627	Vulpes vulpes	40	50
334050	pfam00385	1415176	Terrapene mexicana triunguis	40	47
334050	pfam00385	8469	Chelonia mydas	40	45
334050	pfam00385	44394	Zonotrichia albicollis	40	45
334050	pfam00385	34765	Oikopleura dioica	40	43
334050	pfam00385	194338	Athene cunicularia	40	43
334050	pfam00385	391180	Enhydra lutris kenyoni	40	41
334050	pfam00385	299467	Leptotrombidium deliense	40	40
334050	pfam00385	59894	Ficedula albicollis	39	89
334050	pfam00385	79200	Daucus carota subsp. sativus	39	56
334050	pfam00385	6337	Trichinella pseudospiralis	39	53
334050	pfam00385	13443	Coffea arabica	39	47
334050	pfam00385	9135	Serinus canaria	39	45
334050	pfam00385	10036	Mesocricetus auratus	39	44
334050	pfam00385	39432	Saimiri boliviensis boliviensis	39	44
334050	pfam00385	6265	Toxocara canis	39	40
334050	pfam00385	8078	Fundulus heteroclitus	39	40
334050	pfam00385	6087	Hydra vulgaris	39	39
334050	pfam00385	29920	Phytophthora cactorum	39	39
334050	pfam00385	48709	Orchesella cincta	39	39
334050	pfam00385	1658174	Blastomyces percursus	39	39
334050	pfam00385	36050	Fusarium poae	38	72
334050	pfam00385	6238	Caenorhabditis briggsae	38	50
334050	pfam00385	300111	Temnothorax curvispinosus	38	48
334050	pfam00385	216574	Aquila chrysaetos canadensis	38	46
334050	pfam00385	225400	Myotis davidii	38	44
334050	pfam00385	30538	Vicugna pacos	38	41
334050	pfam00385	218851	Aquilegia coerulea	38	39
334050	pfam00385	53326	Ancylostoma ceylanicum	38	38
334050	pfam00385	10089	Mus caroli	37	40
334050	pfam00385	286419	Canis lupus dingo	37	40
334050	pfam00385	156563	Cyanistes caeruleus	37	39
334050	pfam00385	45264	Acropora millepora	37	38
334050	pfam00385	426428	Fusarium oxysporum f. sp. lycopersici 4287	36	143
334050	pfam00385	412030	Paramecium tetraurelia strain d4-2	36	74
334050	pfam00385	72004	Bos mutus	36	56
334050	pfam00385	328815	Manacus vitellinus	36	48
334050	pfam00385	456900	Cyphomyrmex costatus	36	45
334050	pfam00385	4098	Nicotiana tomentosiformis	36	44
334050	pfam00385	9483	Callithrix jacchus	36	44
334050	pfam00385	8663	Notechis scutatus	36	43
334050	pfam00385	441894	Struthio camelus australis	36	42
334050	pfam00385	7574	Lingula anatina	36	41
334050	pfam00385	51338	Castor canadensis	36	41
334050	pfam00385	8673	Pseudonaja textilis	36	40
334050	pfam00385	9361	Dasypus novemcinctus	36	40
334050	pfam00385	9994	Marmota marmota marmota	36	39
334050	pfam00385	37653	Octopus bimaculoides	36	39
334050	pfam00385	108931	Nilaparvata lugens	36	39
334050	pfam00385	93162	Marmota flaviventris	36	37
334050	pfam00385	418867	Phellinus noxius	36	37
334050	pfam00385	379532	Propithecus coquereli	36	36
334050	pfam00385	1169540	Vitrella brassicaformis CCMP3155	36	36
334050	pfam00385	227321	Aspergillus nidulans FGSC A4	35	69
334050	pfam00385	77166	Dendroctonus ponderosae	35	52
334050	pfam00385	103695	Pogona vitticeps	35	47
334050	pfam00385	9793	Equus asinus	35	46
334050	pfam00385	51953	Elaeis guineensis	35	40
334050	pfam00385	66656	Durio zibethinus	35	40
334050	pfam00385	291302	Miniopterus natalensis	35	40
334050	pfam00385	9595	Gorilla gorilla gorilla	35	39
334050	pfam00385	143302	Condylura cristata	35	39
334050	pfam00385	158386	Olea europaea var. sylvestris	35	38
334050	pfam00385	22663	Punica granatum	35	37
334050	pfam00385	1317063	Phytophthora parasitica CJ01A1	35	37
334050	pfam00385	89673	Phyllostomus discolor	35	35
334050	pfam00385	7240	Drosophila simulans	34	79
334050	pfam00385	3880	Medicago truncatula	34	59
334050	pfam00385	43346	Bison bison bison	34	48
334050	pfam00385	75702	Populus euphratica	34	48
334050	pfam00385	85066	Corvus brachyrhynchos	34	46
334050	pfam00385	9986	Oryctolagus cuniculus	34	37
334050	pfam00385	9999	Urocitellus parryii	34	37
334050	pfam00385	56723	Labrus bergylta	34	36
334050	pfam00385	9974	Manis javanica	34	34
334050	pfam00385	59729	Taeniopygia guttata	33	102
334050	pfam00385	9597	Pan paniscus	33	56
334050	pfam00385	7260	Drosophila willistoni	33	52
334050	pfam00385	8932	Columba livia	33	51
334050	pfam00385	136037	Zootermopsis nevadensis	33	51
334050	pfam00385	52644	Haliaeetus leucocephalus	33	40
334050	pfam00385	411798	Vollenhovia emeryi	33	38
334050	pfam00385	326968	Ziziphus jujuba	33	37
334050	pfam00385	4615	Ananas comosus	33	34
334050	pfam00385	5643	Trametes cinnabarina	33	34
334050	pfam00385	372326	Patagioenas fasciata monilis	33	33
334050	pfam00385	1460289	Chrysochromulina sp. CCMP291	33	33
334050	pfam00385	6850	Limulus polyphemus	32	42
334050	pfam00385	4155	Erythranthe guttata	32	37
334050	pfam00385	79782	Cimex lectularius	32	36
334050	pfam00385	30522	Bos indicus x Bos taurus	32	35
334050	pfam00385	150288	Boleophthalmus pectinirostris	32	34
334050	pfam00385	240159	Collichthys lucidus	32	33
334050	pfam00385	50452	Arabis alpina	32	32
334050	pfam00385	118200	Picoides pubescens	32	32
334050	pfam00385	245174	Wallemia ichthyophaga	31	62
334050	pfam00385	3917	Vigna unguiculata	31	46
334050	pfam00385	2711	Citrus sinensis	31	42
334050	pfam00385	4686	Asparagus officinalis	31	40
334050	pfam00385	7029	Acyrthosiphon pisum	31	38
334050	pfam00385	9915	Bos indicus	31	38
334050	pfam00385	303518	Pundamilia nyererei	31	38
334050	pfam00385	7950	Clupea harengus	31	35
334050	pfam00385	42026	Drosophila bipectinata	31	35
334050	pfam00385	94835	Gavialis gangeticus	31	35
334050	pfam00385	181119	Pseudopodoces humilis	31	35
334050	pfam00385	8502	Crocodylus porosus	31	33
334050	pfam00385	125945	Drosophila biarmipes	31	32
334050	pfam00385	1611254	Caenorhabditis nigoni	31	32
334050	pfam00385	104421	Camponotus floridanus	30	49
334050	pfam00385	9940	Ovis aries	30	45
334050	pfam00385	8154	Astatotilapia calliptera	30	41
334050	pfam00385	64793	Wasmannia auropunctata	30	41
334050	pfam00385	66420	Papilio xuthus	30	40
334050	pfam00385	71139	Eucalyptus grandis	30	39
334050	pfam00385	7460	Apis mellifera	30	38
334050	pfam00385	482537	Galeopterus variegatus	30	37
334050	pfam00385	8208	Notothenia coriiceps	30	36
334050	pfam00385	37360	Plasmodiophora brassicae	30	36
334050	pfam00385	9365	Erinaceus europaeus	30	32
334050	pfam00385	61622	Rhinopithecus roxellana	30	32
334050	pfam00385	6669	Daphnia pulex	30	30
334050	pfam00385	125878	Nanorana parkeri	30	30
334050	pfam00385	210143	Corchorus capsularis	30	30
334050	pfam00385	2316362	Psathyrella aberdarensis	30	30
334050	pfam00385	2447956	Antrodiella citrinella	30	30
334050	pfam00385	27337	Verticillium dahliae	29	63
334050	pfam00385	67593	Phytophthora sojae	29	58
334050	pfam00385	8969	Haliaeetus albicilla	29	47
334050	pfam00385	4558	Sorghum bicolor	29	46
334050	pfam00385	230844	Peromyscus maniculatus bairdii	29	45
334050	pfam00385	180498	Jatropha curcas	29	42
334050	pfam00385	7897	Latimeria chalumnae	29	37
334050	pfam00385	169297	Aegilops tauschii subsp. tauschii	29	36
334050	pfam00385	178876	Cryptococcus neoformans var. grubii	29	36
334050	pfam00385	932674	Corvus cornix cornix	29	36
334050	pfam00385	211228	Cephus cinctus	29	35
334050	pfam00385	28532	Tarenaya hassleriana	29	33
334050	pfam00385	198806	Calidris pugnax	29	33
334050	pfam00385	7741	Branchiostoma belcheri	29	31
334050	pfam00385	9244	Calypte anna	29	31
334050	pfam00385	400727	Pomacea canaliculata	29	31
334050	pfam00385	30033	Drosophila kikkawai	29	30
334050	pfam00385	94130	Rhizophagus clarus	29	30
334050	pfam00385	94827	Tinamus guttatus	29	30
334050	pfam00385	30023	Drosophila elegans	29	29
334050	pfam00385	35608	Artemisia annua	29	29
334050	pfam00385	123683	Oryzias javanicus	29	29
334050	pfam00385	154538	Trametes pubescens	29	29
334050	pfam00385	554373	Moniliophthora perniciosa FA553	29	29
334050	pfam00385	9733	Orcinus orca	28	118
334050	pfam00385	613905	Nylanderia fulva	28	45
334050	pfam00385	3916	Vigna radiata var. radiata	28	41
334050	pfam00385	130453	Arachis duranensis	28	37
334050	pfam00385	3988	Ricinus communis	28	35
334050	pfam00385	103372	Acromyrmex echinatior	28	35
334050	pfam00385	151771	Dendronephthya gigantea	28	34
334050	pfam00385	29088	Neomonachus schauinslandi	28	32
334050	pfam00385	74533	Panthera tigris altaica	28	32
334050	pfam00385	7160	Aedes albopictus	28	31
334050	pfam00385	35883	Ipomoea nil	28	31
334050	pfam00385	55661	Cuculus canorus	28	29
334050	pfam00385	58331	Quercus suber	28	29
334050	pfam00385	10093	Mus pahari	28	28
334050	pfam00385	27349	Puccinia sorghi	28	28
334050	pfam00385	65357	Albugo candida	28	28
334050	pfam00385	495550	Anabarilius grahami	28	28
334050	pfam00385	658473	Mycena chlorophos	28	28
334050	pfam00385	1868482	Carlito syrichta	28	28
334050	pfam00385	1708541	Wallemia mellicola	27	75
334050	pfam00385	9233	Aptenodytes forsteri	27	56
334050	pfam00385	44415	Eimeria mitis	27	47
334050	pfam00385	105785	Cryptotermes secundus	27	45
334050	pfam00385	3661	Cucurbita maxima	27	41
334050	pfam00385	35019	Thamnophis sirtalis	27	41
334050	pfam00385	1089458	Fusarium oxysporum f. sp. raphani 54005	27	38
334050	pfam00385	1965070	Dinothrombium tinctorium	27	36
334050	pfam00385	13735	Pelodiscus sinensis	27	33
334050	pfam00385	185453	Chrysochloris asiatica	27	33
334050	pfam00385	43146	Rhopalosiphum maidis	27	30
334050	pfam00385	133434	Acanthaster planci	27	30
334050	pfam00385	28584	Drosophila suzukii	27	29
334050	pfam00385	3827	Cicer arietinum	27	28
334050	pfam00385	948311	Fusarium proliferatum	27	28
334050	pfam00385	6689	Penaeus vannamei	27	27
334050	pfam00385	7263	Drosophila arizonae	27	27
334050	pfam00385	8897	Chaetura pelagica	27	27
334050	pfam00385	10195	Brachionus plicatilis	27	27
334050	pfam00385	7220	Drosophila erecta	26	50
334050	pfam00385	3983	Manihot esculenta	26	48
334050	pfam00385	9708	Odobenus rosmarus divergens	26	43
334050	pfam00385	665079	Sclerotinia sclerotiorum 1980 UF-70	26	43
334050	pfam00385	130454	Arachis ipaensis	26	40
334050	pfam00385	3662	Cucurbita moschata	26	38
334050	pfam00385	28612	Rhagoletis zephyria	26	38
334050	pfam00385	7159	Aedes aegypti	26	36
334050	pfam00385	10141	Cavia porcellus	26	36
334050	pfam00385	33203	Purpureocillium lilacinum	26	36
334050	pfam00385	6573	Mizuhopecten yessoensis	26	35
334050	pfam00385	7425	Nasonia vitripennis	26	33
334050	pfam00385	7868	Callorhinchus milii	26	31
334050	pfam00385	9978	Ochotona princeps	26	31
334050	pfam00385	103944	Protobothrops mucrosquamatus	26	29
334050	pfam00385	50402	Charadrius vociferus	26	27
334050	pfam00385	61621	Rhinopithecus bieti	26	26
334050	pfam00385	108892	Sanghuangporus baumii	26	26
334050	pfam00385	128390	Nipponia nippon	26	26
334050	pfam00385	191816	Lynx pardinus	26	26
334050	pfam00385	306901	Chaetomium globosum CBS 148.51	25	52
334050	pfam00385	578456	Tremella mesenterica DSM 1558	25	51
334050	pfam00385	3914	Vigna angularis	25	50
334050	pfam00385	9837	Camelus bactrianus	25	38
334050	pfam00385	15368	Brachypodium distachyon	25	35
334050	pfam00385	119927	Alternaria tenuissima	25	33
334050	pfam00385	3562	Spinacia oleracea	25	32
334050	pfam00385	742174	Melanaphis sacchari	25	32
334050	pfam00385	28588	Zeugodacus cucurbitae	25	31
334050	pfam00385	46731	Pocillopora damicornis	25	30
334050	pfam00385	4432	Nelumbo nucifera	25	29
334050	pfam00385	9371	Echinops telfairi	25	27
334050	pfam00385	988480	Rozella allomycis CSF55	25	26
334050	pfam00385	5353	Lentinula edodes	25	25
334050	pfam00385	9238	Pygoscelis adeliae	25	25
334050	pfam00385	28737	Elephantulus edwardii	25	25
334050	pfam00385	30464	Nothoprocta perdicaria	25	25
334050	pfam00385	51314	Eimeria brunetti	25	25
334050	pfam00385	98765	Phlebia centrifuga	25	25
334050	pfam00385	99883	Tetraodon nigroviridis	25	25
334050	pfam00385	100787	Verticillium longisporum	25	25
334050	pfam00385	660027	Fusarium oxysporum Fo47	24	107
334050	pfam00385	520822	Atta colombica	24	40
334050	pfam00385	4236	Lactuca sativa	24	37
334050	pfam00385	9103	Meleagris gallopavo	24	36
334050	pfam00385	48498	Orbicella faveolata	24	33
334050	pfam00385	83485	Linepithema humile	24	30
334050	pfam00385	51337	Jaculus jaculus	24	28
334050	pfam00385	6334	Trichinella spiralis	24	26
334050	pfam00385	32264	Tetranychus urticae	24	25
334050	pfam00385	97097	Phaethon lepturus	24	25
334050	pfam00385	188379	Egretta garzetta	24	25
334050	pfam00385	33528	Gambusia affinis	24	24
334050	pfam00385	93759	Corchorus olitorius	24	24
334050	pfam00385	336983	Colobus angolensis palliatus	24	24
334050	pfam00385	143995	Megachile rotundata	23	34
334050	pfam00385	68888	Trichuris suis	23	32
334050	pfam00385	132113	Bombus impatiens	23	32
334050	pfam00385	224129	Agrilus planipennis	23	32
334050	pfam00385	381198	Anser cygnoides domesticus	23	32
334050	pfam00385	166361	Onthophagus taurus	23	26
334050	pfam00385	981085	Morus notabilis	23	26
334050	pfam00385	61853	Nomascus leucogenys	23	25
334050	pfam00385	42345	Phoenix dactylifera	23	24
334050	pfam00385	54126	Pristionchus pacificus	23	23
334050	pfam00385	630390	Puccinia triticina 1-1 BBBD Race 1	23	23
